class,distance,filename,height,width,xmax,xmin,ymax,ymin
Exit_sign,3.879873032509812,263376.940462583.jpg,640,360,211,169,436,381
Exit_sign,3.7852397056443645,263377.04051925.jpg,640,360,207,163,443,389
Exit_sign,3.757789688706422,263377.140575666.jpg,640,360,215,169,453,396
Exit_sign,3.6601394487708747,263377.240632125.jpg,640,360,231,183,465,406
Exit_sign,3.6197439434783694,263377.340688458.jpg,640,360,243,193,461,402
Exit_sign,3.648904319812606,263377.440745041.jpg,640,360,260,212,451,392
Exit_sign,3.643245867414473,263377.540801291.jpg,640,360,265,217,438,379
Exit_sign,3.451316046409785,263377.640857958.jpg,640,360,263,213,436,375
Exit_sign,3.302175956379312,263377.740914208.jpg,640,360,251,199,432,368
Exit_sign,3.4184894377920085,263377.840970791.jpg,640,360,245,195,424,362
Exit_sign,3.307068644853576,263377.941027375.jpg,640,360,248,197,428,364
Exit_sign,3.1499479200151335,263378.041083708.jpg,640,360,252,199,431,365
Exit_sign,3.072196538093762,263378.141140291.jpg,640,360,268,213,434,365
Exit_sign,3.035866801294635,263378.241196666.jpg,640,360,276,220,428,358
Exit_sign,2.877102703991872,263378.341253208.jpg,640,360,280,222,435,361
Exit_sign,2.8490682901243547,263378.441309458.jpg,640,360,284,222,434,359
Exit_sign,2.750718968333538,263378.541366.jpg,640,360,304,238,449,370
Exit_sign,2.7281337106537817,263378.641422333.jpg,640,360,310,244,455,375
Exit_sign,2.5840951411022686,263378.741478916.jpg,640,360,325,255,452,369
Exit_sign,2.554538820833292,263378.841535333.jpg,640,360,343,271,438,353
Exit_sign,2.4910279849905193,263378.94159175.jpg,640,360,349,276,426,339
Exit_sign,2.4038049816813065,263379.041648333.jpg,640,360,347,274,431,341
Exit_sign,2.275150013698015,263379.141704583.jpg,640,360,335,262,424,330
Exit_sign,2.241613141946157,263379.241761208.jpg,640,360,339,264,420,324
Exit_sign,2.1731737901851287,263379.3418175.jpg,640,360,346,269,419,320
Exit_sign,5.102481420500791,263400.765773916.jpg,640,360,141,107,297,256
Exit_sign,4.950789894690473,263400.865796583.jpg,640,360,152,118,305,266
Exit_sign,5.017493951205374,263400.982450583.jpg,640,360,156,122,324,285
Exit_sign,4.815805866549488,263401.099104708.jpg,640,360,150,116,327,287
Exit_sign,4.704943917174595,263401.215758833.jpg,640,360,142,107,326,285
Exit_sign,4.55525799220336,263401.332412875.jpg,640,360,147,111,340,299
Exit_sign,4.624921345402377,263401.449066958.jpg,640,360,160,124,360,318
Exit_sign,4.510416098124289,263401.565721083.jpg,640,360,177,139,385,339
Exit_sign,4.247888829344617,263401.68237525.jpg,640,360,188,149,390,345
Exit_sign,4.374295430275654,263401.799029208.jpg,640,360,177,138,401,356
Exit_sign,4.462918849676932,263401.915683291.jpg,640,360,183,144,397,351
Exit_sign,4.1787834581707735,263402.032337333.jpg,640,360,183,142,391,343
Exit_sign,4.07023922634205,263402.148991458.jpg,640,360,187,146,377,331
Exit_sign,3.975921189920168,263402.265645625.jpg,640,360,198,156,354,306
Exit_sign,3.746770205697169,263402.382299541.jpg,640,360,199,155,343,294
Exit_sign,3.7545820371228458,263402.498953583.jpg,640,360,188,144,337,287
Exit_sign,3.7819128109534126,263402.61560775.jpg,640,360,183,139,326,274
Exit_sign,3.612254308683039,263402.73226175.jpg,640,360,184,138,323,270
Exit_sign,3.470547751048591,263402.848915916.jpg,640,360,192,144,326,271
Exit_sign,3.443871752810099,263402.965569875.jpg,640,360,199,148,324,267
Exit_sign,3.3866144451512,263403.082223791.jpg,640,360,200,150,328,272
Exit_sign,3.3913904658270413,263403.198878125.jpg,640,360,198,147,342,285
Exit_sign,3.2155975862984594,263403.315532166.jpg,640,360,213,159,370,310
Exit_sign,3.2452570028835805,263403.432186083.jpg,640,360,226,169,384,322
Exit_sign,3.0008391594380712,263403.548840125.jpg,640,360,250,191,394,329
Exit_sign,3.0112084787425553,263403.665494291.jpg,640,360,264,205,386,320
Exit_sign,2.7470385978624274,263403.782148375.jpg,640,360,275,211,387,319
Exit_sign,2.8901903767065944,263403.898802458.jpg,640,360,270,206,384,315
Exit_sign,2.7078939423221478,263404.015456416.jpg,640,360,271,206,375,303
Exit_sign,2.5703291253459994,263404.132110666.jpg,640,360,271,203,373,298
Exit_sign,2.4773190149498374,263404.232144625.jpg,640,360,284,213,369,291
Exit_sign,2.381855847506827,263404.348876916.jpg,640,360,299,225,359,279
Exit_sign,2.471011960557819,263404.44893325.jpg,640,360,299,223,354,272
Exit_sign,2.2609680815509194,263404.5489895.jpg,640,360,296,219,335,252
Exit_sign,2.1922603458679326,263404.649045958.jpg,640,360,309,229,326,239
Exit_sign,2.225978231648108,263404.749102208.jpg,640,360,315,231,312,221
Exit_sign,2.0078405806886934,263404.84915875.jpg,640,360,332,243,295,202
Exit_sign,2.4901186432589153,263417.733251125.jpg,640,360,349,274,388,303
Exit_sign,2.242506267366891,263417.966559208.jpg,640,360,357,277,352,261
Exit_sign,5.416237625989519,263437.658764541.jpg,640,360,170,137,451,414
Exit_sign,5.709400200182186,263437.758820875.jpg,640,360,162,131,457,421
Exit_sign,5.337192470538991,263437.858877166.jpg,640,360,164,131,456,417
Exit_sign,5.568929333529523,263438.058989791.jpg,640,360,182,149,456,418
Exit_sign,5.333083259351364,263438.159046083.jpg,640,360,181,147,466,427
Exit_sign,5.066408434808186,263438.259102541.jpg,640,360,186,151,483,441
Exit_sign,5.047654263125724,263438.359158916.jpg,640,360,197,161,507,466
Exit_sign,5.032226678903613,263438.459215.jpg,640,360,203,165,508,465
Exit_sign,4.729337157416293,263438.559271541.jpg,640,360,215,178,510,466
Exit_sign,4.570633180332167,263438.659327708.jpg,640,360,221,182,508,463
Exit_sign,4.632909283492756,263438.759384083.jpg,640,360,220,182,500,456
Exit_sign,4.762228180916805,263438.859440333.jpg,640,360,213,176,504,459
Exit_sign,4.677405454001698,263438.959496625.jpg,640,360,198,160,484,437
Exit_sign,4.6891707957333395,263439.059552875.jpg,640,360,201,164,473,428
Exit_sign,4.4261743526532005,263439.159609375.jpg,640,360,203,164,462,415
Exit_sign,4.559549781860556,263439.259665541.jpg,640,360,211,173,461,414
Exit_sign,4.344759467543406,263439.359721916.jpg,640,360,217,177,457,409
Exit_sign,4.1730686576123786,263439.459778375.jpg,640,360,217,175,446,397
Exit_sign,4.410915944444395,263439.559834583.jpg,640,360,210,170,450,402
Exit_sign,3.9273097821919882,263439.659890916.jpg,640,360,221,180,468,418
Exit_sign,4.240663106610758,263439.759947208.jpg,640,360,227,183,488,436
Exit_sign,4.01441904748159,263439.860003583.jpg,640,360,226,181,486,433
Exit_sign,4.053543356913503,263439.960059875.jpg,640,360,222,177,474,420
Exit_sign,4.077175432123411,263440.060116208.jpg,640,360,216,173,458,405
Exit_sign,3.891822493609519,263440.160172375.jpg,640,360,219,174,451,398
Exit_sign,3.830714216966643,263440.276904875.jpg,640,360,231,185,463,407
Exit_sign,3.916990295361772,263440.376961166.jpg,640,360,234,189,471,415
Exit_sign,3.666875985999768,263440.477017541.jpg,640,360,231,185,465,406
Exit_sign,3.6116734335817826,263440.577073708.jpg,640,360,245,198,460,402
Exit_sign,3.633699281201081,263440.677130208.jpg,640,360,246,200,456,397
Exit_sign,3.7096487929127653,263440.777186333.jpg,640,360,260,213,455,397
Exit_sign,3.610802775427182,263440.877242708.jpg,640,360,273,223,453,393
Exit_sign,3.412177911773266,263440.977298958.jpg,640,360,278,227,461,398
Exit_sign,3.3462966626194515,263441.077355416.jpg,640,360,274,221,468,403
Exit_sign,3.316082348873608,263441.177411916.jpg,640,360,281,228,481,416
Exit_sign,3.2343639667550645,263441.277468166.jpg,640,360,290,234,496,427
Exit_sign,3.1064217664715414,263441.377524458.jpg,640,360,299,239,500,428
Exit_sign,2.965771194279526,263441.477580625.jpg,640,360,315,254,491,418
Exit_sign,3.0721805746976902,263441.577637125.jpg,640,360,320,261,475,403
Exit_sign,2.934265861009414,263441.677693291.jpg,640,360,326,263,482,406
Exit_sign,2.9280143527625486,263441.777749833.jpg,640,360,314,253,477,401
Exit_sign,2.787563911329993,263441.877805916.jpg,640,360,314,251,468,389
Exit_sign,2.7007577726461753,263441.977862416.jpg,640,360,318,254,463,382
Exit_sign,2.6771213067270088,263442.0779185.jpg,640,360,323,257,458,376
Exit_sign,2.5658637644010223,263442.177974916.jpg,640,360,340,271,459,373
Exit_sign,2.5303828312018335,263442.27803125.jpg,640,360,348,279,452,365
Exit_sign,2.4226090355745513,263442.378087625.jpg,640,360,347,274,459,368
Exit_sign,2.3411785150785076,263442.478144083.jpg,640,360,351,275,465,370
Exit_sign,2.31388139501385,263548.163190791.jpg,640,360,252,178,117,14
Exit_sign,2.471238950764418,263548.296509458.jpg,640,360,280,211,134,42
Exit_sign,2.3042876362970572,263548.429828125.jpg,640,360,310,234,127,26
Exit_sign,2.415181389917137,263548.563146875.jpg,640,360,320,251,105,4
Exit_sign,2.224096296901066,263548.696465416.jpg,640,360,330,254,122,17
Exit_sign,2.1599948172674193,263548.829784208.jpg,640,360,313,238,133,26
Exit_sign,2.200508625320816,263548.963103041.jpg,640,360,321,249,169,73
Exit_sign,2.0444966076612503,263549.096421791.jpg,640,360,333,254,201,105
Exit_sign,2.043402281098234,263549.229740291.jpg,640,360,354,272,214,118
Exit_sign,2.081363075401063,263549.363059125.jpg,640,360,354,271,214,117
Exit_sign,4.950386457371327,263590.158594791.jpg,640,360,312,268,602,550
Exit_sign,5.505112544687557,263590.291913583.jpg,640,360,298,262,573,528
Exit_sign,4.821470786306118,263590.425232291.jpg,640,360,287,247,553,505
Exit_sign,4.758679794302404,263590.55855125.jpg,640,360,273,235,527,482
Exit_sign,5.3335005489203775,263590.691869708.jpg,640,360,276,242,517,474
Exit_sign,5.151364876365287,263590.825188583.jpg,640,360,269,234,500,457
Exit_sign,4.897697400174848,263590.958507375.jpg,640,360,260,225,487,445
Exit_sign,4.49769351565987,263591.091826125.jpg,640,360,268,229,489,443
Exit_sign,5.127871020632761,263591.225144958.jpg,640,360,275,240,492,448
Exit_sign,4.778264533298324,263591.358463666.jpg,640,360,273,236,513,466
Exit_sign,4.437096156106702,263591.491782208.jpg,640,360,270,228,537,487
Exit_sign,4.6481163841016295,263591.625101.jpg,640,360,279,238,563,511
Exit_sign,4.58718517142553,263591.758419833.jpg,640,360,290,247,559,507
Exit_sign,4.168467501199782,263591.891738708.jpg,640,360,311,263,548,494
Exit_sign,4.314142801914845,263592.025057416.jpg,640,360,313,268,529,476
Exit_sign,4.314408502085304,263592.158376166.jpg,640,360,304,260,537,483
Exit_sign,4.277590995844167,263592.291695041.jpg,640,360,276,235,519,465
Exit_sign,3.866850674819255,263592.425013625.jpg,640,360,282,236,522,464
Exit_sign,3.552675607707725,263592.558332458.jpg,640,360,280,232,510,451
Exit_sign,3.6058961536134215,263592.691651208.jpg,640,360,281,232,503,442
Exit_sign,3.708063106349861,263592.824969958.jpg,640,360,287,239,488,428
Exit_sign,3.8401866208151896,263592.958288666.jpg,640,360,276,231,484,426
Exit_sign,3.340193796497326,263593.0916075.jpg,640,360,286,232,490,423
Exit_sign,3.5837503578897674,263593.224926166.jpg,640,360,284,233,484,422
Exit_sign,3.437729896530203,263593.358245.jpg,640,360,308,255,479,415
Exit_sign,3.214876886366775,263593.491563833.jpg,640,360,327,269,473,404
Exit_sign,3.1168985363733017,263593.624882416.jpg,640,360,335,276,500,427
Exit_sign,2.97515296607424,263593.758201333.jpg,640,360,337,271,522,444
Exit_sign,2.9538171292401008,263593.891520083.jpg,640,360,356,290,532,452
Exit_sign,5.280395577758527,263606.023526208.jpg,640,360,275,240,523,482
Exit_sign,5.152085924158015,263606.156844875.jpg,640,360,256,219,500,457
Exit_sign,5.475266996938958,263606.290163791.jpg,640,360,254,218,506,465
Exit_sign,4.680034533198215,263606.423482375.jpg,640,360,258,218,496,451
Exit_sign,4.5089228924653675,263606.556801208.jpg,640,360,260,219,475,430
Exit_sign,4.43546960369853,263606.690119833.jpg,640,360,240,201,477,434
Exit_sign,4.511283625517469,263606.823438791.jpg,640,360,223,183,467,421
Exit_sign,4.394054795179078,263606.956757458.jpg,640,360,223,185,452,407
Exit_sign,4.262590050335628,263607.090076333.jpg,640,360,222,183,436,391
Exit_sign,4.573419675741559,263607.223395041.jpg,640,360,243,204,446,401
Exit_sign,4.622146011974344,263607.356713541.jpg,640,360,244,205,455,409
Exit_sign,4.467310870743758,263607.490032375.jpg,640,360,241,201,458,410
Exit_sign,4.032646358692592,263607.623351125.jpg,640,360,249,205,474,424
Exit_sign,4.094393374533473,263607.75667.jpg,640,360,251,205,478,425
Exit_sign,4.099176879945187,263607.88998875.jpg,640,360,270,227,473,422
Exit_sign,3.7121824961755343,263608.023307541.jpg,640,360,277,228,468,415
Exit_sign,3.473157332142967,263608.156626291.jpg,640,360,273,222,487,429
Exit_sign,3.5300970741775046,263608.289944833.jpg,640,360,260,210,473,416
Exit_sign,3.677789925331109,263608.42326375.jpg,640,360,258,208,461,403
Exit_sign,3.525422218210654,263608.5565825.jpg,640,360,263,212,462,403
Exit_sign,3.2286849042864985,263608.689901291.jpg,640,360,276,221,459,397
Exit_sign,3.425461326184207,263608.82322.jpg,640,360,289,236,453,393
Exit_sign,3.4374290989847216,263608.956538833.jpg,640,360,278,225,458,397
Exit_sign,3.310706137052757,263609.0898575.jpg,640,360,290,232,470,405
Exit_sign,3.230432912095231,263609.223176166.jpg,640,360,285,226,457,390
Exit_sign,2.9777607456778434,263609.356495083.jpg,640,360,318,252,445,377
Exit_sign,2.9848971396277317,263609.48981375.jpg,640,360,329,264,430,359
Exit_sign,2.8867118288513223,263609.623132583.jpg,640,360,333,266,435,361
Exit_sign,2.6100315061756936,263609.75645125.jpg,640,360,323,253,420,341
Exit_sign,2.741417595515455,263609.889770208.jpg,640,360,320,255,415,341
Exit_sign,2.7366191384919785,263610.023088625.jpg,640,360,337,268,406,329
Exit_sign,3.8738062040814736,263611.089638708.jpg,640,360,163,121,276,231
Exit_sign,4.150262704409303,263611.222957583.jpg,640,360,169,127,283,237
Exit_sign,3.969853913105493,263611.356276333.jpg,640,360,171,130,284,240
Exit_sign,3.8741645548788437,263611.489595083.jpg,640,360,176,134,278,233
Exit_sign,3.8890987103991193,263611.622913875.jpg,640,360,178,133,274,228
Exit_sign,3.809349332800886,263611.756232458.jpg,640,360,169,123,276,228
Exit_sign,3.629371430855803,263611.889551291.jpg,640,360,176,127,300,251
Exit_sign,3.418540615726479,263612.022870083.jpg,640,360,210,159,350,299
Exit_sign,3.6627248776815393,263612.156188791.jpg,640,360,251,199,399,347
Exit_sign,3.6653924265398783,263612.289507541.jpg,640,360,275,222,432,379
Exit_sign,3.1776372584601216,263612.422826416.jpg,640,360,297,234,468,406
Exit_sign,3.5080765491376065,263612.556145041.jpg,640,360,303,245,494,437
Exit_sign,3.140880068393002,263612.68946375.jpg,640,360,327,260,524,459
Exit_sign,3.0589465800835165,263612.822782583.jpg,640,360,349,276,566,492
Exit_sign,6.194881058829817,263628.821033583.jpg,640,360,201,173,459,425
Exit_sign,5.4419579199823325,263629.087671291.jpg,640,360,218,185,491,454
Exit_sign,5.167278365876289,263629.220990083.jpg,640,360,195,161,488,449
Exit_sign,5.146470713589331,263629.354308916.jpg,640,360,200,165,503,463
Exit_sign,4.580264404862954,263629.48762775.jpg,640,360,199,162,496,454
Exit_sign,5.026236720279321,263629.620946583.jpg,640,360,215,180,478,438
Exit_sign,5.094879486392035,263629.7542655.jpg,640,360,213,180,470,430
Exit_sign,5.122718271238595,263629.887584166.jpg,640,360,214,180,470,429
Exit_sign,4.828367759614415,263630.020903125.jpg,640,360,202,167,439,398
Exit_sign,4.76809007324067,263630.154221875.jpg,640,360,198,163,428,386
Exit_sign,4.847226845411268,263630.287540583.jpg,640,360,208,173,424,382
Exit_sign,4.887022311519976,263630.420859375.jpg,640,360,209,175,418,377
Exit_sign,4.811572297085867,263630.554178416.jpg,640,360,193,158,419,375
Exit_sign,4.501060792135245,263630.687497166.jpg,640,360,190,155,408,366
Exit_sign,4.2800517541028205,263630.820816041.jpg,640,360,197,157,403,357
Exit_sign,3.776338357072696,263630.954134916.jpg,640,360,217,173,392,344
Exit_sign,4.020337019050303,263631.0874535.jpg,640,360,227,185,376,328
Exit_sign,4.299279006562329,263631.220772333.jpg,640,360,226,186,382,335
Exit_sign,4.097009363709518,263631.354091291.jpg,640,360,213,172,372,324
Exit_sign,4.0602780040868085,263631.487410125.jpg,640,360,222,181,386,336
Exit_sign,4.0429043330891625,263631.620728916.jpg,640,360,224,182,385,334
Exit_sign,3.6852486368101953,263631.754047791.jpg,640,360,235,188,382,326
Exit_sign,3.3985394509594555,263631.887366583.jpg,640,360,223,173,379,322
Exit_sign,3.0253514590604005,263632.020685333.jpg,640,360,237,180,402,335
Exit_sign,3.3991253559361216,263632.154004125.jpg,640,360,226,176,386,328
Exit_sign,3.065450789823147,263632.287322958.jpg,640,360,255,198,381,316
Exit_sign,2.958627715162807,263632.420641916.jpg,640,360,275,216,364,297
Exit_sign,3.0300051921224673,263632.55396075.jpg,640,360,286,228,382,319
Exit_sign,2.692743917494547,263632.687279583.jpg,640,360,283,219,368,297
Exit_sign,2.8180465241283565,263632.820598125.jpg,640,360,291,229,371,301
Exit_sign,2.637773526013737,263632.953917166.jpg,640,360,311,241,378,298
Exit_sign,2.5906975427788286,263633.087235791.jpg,640,360,313,240,377,299
Exit_sign,2.3031002565670198,263633.22055475.jpg,640,360,314,237,380,295
Exit_sign,2.3906070013606606,263633.3538735.jpg,640,360,333,253,403,320
Exit_sign,5.609073416697007,263641.486320541.jpg,640,360,188,158,445,408
Exit_sign,5.388838043982447,263641.619639166.jpg,640,360,187,157,454,417
Exit_sign,5.588718825915431,263641.752958041.jpg,640,360,198,169,464,428
Exit_sign,5.5549267116721825,263641.886276833.jpg,640,360,200,170,461,425
Exit_sign,4.931592159861164,263642.019595708.jpg,640,360,186,152,459,420
Exit_sign,5.593646169516595,263642.152914541.jpg,640,360,195,164,485,447
Exit_sign,5.0983740582649855,263642.286233333.jpg,640,360,187,153,461,422
Exit_sign,5.014289222690706,263642.419552083.jpg,640,360,208,174,430,391
Exit_sign,4.95561315085271,263642.552870875.jpg,640,360,205,171,418,378
Exit_sign,4.908065633372674,263642.686189708.jpg,640,360,199,165,432,391
Exit_sign,4.558686065686755,263642.819508458.jpg,640,360,206,170,432,388
Exit_sign,4.56026415479785,263642.952827291.jpg,640,360,207,170,442,399
Exit_sign,4.902500851379426,263643.086146.jpg,640,360,223,188,457,413
Exit_sign,4.032833733234394,263643.219465.jpg,640,360,235,194,459,410
Exit_sign,4.454168631227599,263643.35278375.jpg,640,360,227,187,455,408
Exit_sign,4.125929022514814,263643.486102458.jpg,640,360,232,189,480,429
Exit_sign,4.3925393612656,263643.61942125.jpg,640,360,222,181,462,413
Exit_sign,3.787671734295626,263643.752740166.jpg,640,360,244,199,451,399
Exit_sign,4.073604109507946,263643.886058958.jpg,640,360,248,205,439,387
Exit_sign,3.3551286179476656,263644.019377708.jpg,640,360,253,203,443,385
Exit_sign,3.55500952614981,263644.152696625.jpg,640,360,245,199,416,361
Exit_sign,3.710871193022075,263644.286015166.jpg,640,360,242,198,409,355
Exit_sign,3.673158638506589,263644.419334125.jpg,640,360,253,207,409,353
Exit_sign,3.252002078721267,263644.552652916.jpg,640,360,260,209,403,342
Exit_sign,3.245539748924034,263644.685971666.jpg,640,360,254,202,406,342
Exit_sign,2.927632453010202,263644.819290625.jpg,640,360,274,216,434,370
Exit_sign,2.8980646686201847,263644.952609375.jpg,640,360,274,213,430,361
Exit_sign,3.011477649535511,263645.085928166.jpg,640,360,301,239,428,359
Exit_sign,3.086429127268666,263645.219246833.jpg,640,360,311,253,425,356
Exit_sign,2.914712374164922,263645.352565791.jpg,640,360,313,253,438,367
Exit_sign,2.7267376340009983,263645.485884541.jpg,640,360,306,243,421,343
Exit_sign,2.5864309938069447,263645.619203458.jpg,640,360,305,241,406,328
Exit_sign,2.581420590769508,263645.752522166.jpg,640,360,325,260,392,315
Exit_sign,2.453341938654415,263645.885841125.jpg,640,360,334,262,375,292
Exit_sign,2.3502072468622415,263646.019159791.jpg,640,360,337,265,378,293
Exit_sign,2.16189870052869,263646.1524785.jpg,640,360,352,272,396,302
Exit_sign,2.0450290106523394,263651.085274291.jpg,640,360,333,256,279,178
Exit_sign,1.8852200617353196,263651.218593125.jpg,640,360,304,236,186,71
Exit_sign,6.666932146413976,263825.103363625.jpg,640,360,90,73,280,258
Exit_sign,6.839336320974018,263825.236682125.jpg,640,360,97,81,267,243
Exit_sign,7.399580277127142,263825.37000075.jpg,640,360,92,77,254,232
Exit_sign,6.95277605195517,263825.503319375.jpg,640,360,94,78,250,225
Exit_sign,6.731557957273669,263825.636637958.jpg,640,360,86,68,244,220
Exit_sign,7.279488976633049,263825.903275125.jpg,640,360,85,69,271,246
Exit_sign,6.894798334858752,263826.036593708.jpg,640,360,78,61,281,256
Exit_sign,6.377246416815908,263826.169912208.jpg,640,360,75,57,279,253
Exit_sign,5.883025639331303,263826.303230916.jpg,640,360,65,46,273,247
Exit_sign,6.741377084340494,263826.436549541.jpg,640,360,69,52,273,246
Exit_sign,6.5444509101639765,263826.569868083.jpg,640,360,74,56,261,233
Exit_sign,6.37134898524026,263826.7031865.jpg,640,360,64,46,261,234
Exit_sign,6.473587678008902,263826.836505083.jpg,640,360,52,34,262,234
Exit_sign,5.948457683680516,263826.969823875.jpg,640,360,47,27,276,249
Exit_sign,6.190989281796571,263827.103142333.jpg,640,360,67,48,293,264
Exit_sign,6.435753011827873,263827.236461041.jpg,640,360,65,47,295,266
Exit_sign,5.901367735644085,263827.369779541.jpg,640,360,60,40,297,267
Exit_sign,5.932404149167211,263827.503098.jpg,640,360,52,31,290,260
Exit_sign,5.9505851580675495,263827.636416541.jpg,640,360,53,33,289,259
Exit_sign,5.956751654281286,263827.769735166.jpg,640,360,61,42,266,235
Exit_sign,5.537697451453239,263827.903053875.jpg,640,360,65,44,258,225
Exit_sign,5.343552937832819,263828.036372416.jpg,640,360,63,42,252,218
Exit_sign,5.181329046161654,263828.169691.jpg,640,360,56,33,257,222
Exit_sign,5.359740457961164,263828.30300975.jpg,640,360,62,40,279,245
Exit_sign,5.019217349487812,263828.436328208.jpg,640,360,61,37,283,249
Exit_sign,5.1637919565979065,263828.56964675.jpg,640,360,44,22,288,253
Exit_sign,4.71934072713944,263828.70296525.jpg,640,360,45,20,288,251
Exit_sign,4.888878873053764,263828.836283875.jpg,640,360,54,30,290,255
Exit_sign,4.583717984176982,263828.9696025.jpg,640,360,54,28,302,264
Exit_sign,4.931485158329928,263829.102921166.jpg,640,360,43,17,325,287
Exit_sign,4.622048693354929,263829.23623975.jpg,640,360,33,6,341,303
Exit_sign,4.585473749331126,263829.369558125.jpg,640,360,38,10,342,302
Exit_sign,4.171600378175865,263829.50287675.jpg,640,360,42,13,341,301
Exit_sign,4.187597980590169,263829.636195291.jpg,640,360,36,7,343,299
Exit_sign,4.269890151825895,263829.769513958.jpg,640,360,33,4,339,296
Exit_sign,4.092866541891086,263830.036151208.jpg,640,360,34,4,319,275
Exit_sign,4.8707285242079275,264325.374838666.jpg,640,360,59,33,589,548
Exit_sign,4.6647458057111475,264325.508157208.jpg,640,360,58,31,590,549
Exit_sign,4.699301997512538,264325.641475666.jpg,640,360,45,18,587,545
Exit_sign,4.297479380232617,264325.77479425.jpg,640,360,39,10,589,546
Exit_sign,4.434525812214848,264325.908112708.jpg,640,360,42,13,591,547
Exit_sign,4.078534769535411,264326.04143125.jpg,640,360,38,7,599,554
Exit_sign,4.811771749656597,264326.174749708.jpg,640,360,48,21,621,577
Exit_sign,4.578319392658412,264326.30806825.jpg,640,360,37,10,630,586
Exit_sign,6.853523216615006,264343.10619925.jpg,640,360,91,75,340,316
Exit_sign,6.901812912372625,264343.239517666.jpg,640,360,89,73,343,318
Exit_sign,6.5687678198005255,264343.37283625.jpg,640,360,90,73,354,327
Exit_sign,6.390200711007429,264343.50615475.jpg,640,360,97,80,363,337
Exit_sign,6.076235619141548,264343.639473166.jpg,640,360,89,71,374,347
Exit_sign,7.332331150879377,264343.772791791.jpg,640,360,83,68,376,353
Exit_sign,5.825102038773403,264343.906110333.jpg,640,360,76,57,369,342
Exit_sign,6.15090640951223,264344.039428625.jpg,640,360,78,60,368,341
Exit_sign,5.509851367495012,264344.172747291.jpg,640,360,77,57,358,330
Exit_sign,5.870434579708954,264344.306065583.jpg,640,360,68,49,359,331
Exit_sign,5.252807811352323,264344.439384208.jpg,640,360,73,52,359,330
Exit_sign,5.415379456224565,264344.572702833.jpg,640,360,68,47,367,336
Exit_sign,5.446296837925171,264344.706021291.jpg,640,360,66,45,386,355
